2009,2,24,TWX,SELL,100
2009,3,11,TWX,BUY,100
2009,3,18,TWX,SELL,100
2009,3,19,TWX,BUY,100
2009,3,26,TWX,SELL,100
2009,2,3,TXT,BUY,100
2009,2,10,TXT,SELL,100
2009,3,5,UNM,BUY,100
2009,3,12,UNM,SELL,100
2008,10,24,WIN,BUY,100
2008,10,31,WIN,SELL,100
2008,11,6,WIN,BUY,100
2008,11,13,WIN,SELL,100
2008,11,19,WIN,BUY,100
2008,11,26,WIN,SELL,100
2009,2,17,WIN,BUY,100
2009,2,24,WIN,SELL,100
2009,3,19,WIN,BUY,100
2009,3,26,WIN,SELL,100
2009,7,8,WIN,BUY,100
2009,7,15,WIN,SELL,100
2008,10,21,WYN,BUY,100
2008,10,28,WYN,SELL,100
2008,11,6,WYN,BUY,100
2008,11,13,WYN,SELL,100
2009,1,7,WYN,BUY,100
2009,1,14,WYN,SELL,100
2009,4,20,WYN,BUY,100
2009,4,27,WYN,SELL,100
2008,10,9,XL,BUY,100
2008,10,16,XL,SELL,100
2008,10,24,XL,BUY,100
2008,10,31,XL,SELL,100
2008,11,6,XL,BUY,100
2008,11,13,XL,SELL,100
2008,11,11,XL,BUY,100
2008,11,18,XL,SELL,100
2009,4,14,XL,BUY,100
2009,4,21,XL,SELL,100
2009,4,20,XL,BUY,100
2009,4,27,XL,SELL,100
2008,10,10,XRX,BUY,100
2008,10,17,XRX,SELL,100
2008,10,22,XRX,BUY,100
2008,10,29,XRX,SELL,100
2008,11,3,XRX,BUY,100
2008,11,10,XRX,SELL,100
2008,11,5,XRX,BUY,100
2008,11,12,XRX,SELL,100
2008,12,17,XRX,BUY,100
2008,12,24,XRX,SELL,100
2009,1,14,XRX,BUY,100
2009,1,22,XRX,SELL,100
2009,9,28,XRX,BUY,100
2009,10,5,XRX,SELL,100
2009,10,23,XRX,BUY,100
2009,10,30,XRX,SELL,100
2009,11,10,XRX,BUY,100
2009,11,17,XRX,SELL,100
2009,11,17,XRX,BUY,100
2009,11,24,XRX,SELL,100
2009,3,4,ZION,BUY,100
2009,3,11,ZION,SELL,100
